date,product_id,units_sold,revenue,discount_applied,promotion_type,season
2025-01-17,299,51,35477.13,0,clearance,Fall
2025-01-17,673,71,63286.56,0,none,Summer
2025-01-17,448,5,1753.65,0,sale,Summer
2025-01-17,39,41,8671.5,0,bundle,Summer
2025-01-17,31,65,29951.35,0,none,Summer
2025-01-17,20,82,10132.74,0,bundle,Fall
2025-01-17,946,86,82160.96,0,bundle,Winter
2025-01-17,549,81,56628.72,0,none,Winter
2025-01-17,629,56,51664.48,0,sale,Winter
2025-01-17,526,5,1977.2,0.27,bundle,Winter
2025-01-17,471,84,14843.64,0,clearance,Spring
2025-01-17,907,64,7033.6,0,clearance,Winter
2025-01-17,401,35,29000.65,0,sale,Winter
2025-01-17,886,62,3571.2,0,clearance,Summer
2025-01-17,969,22,7076.08,0,bundle,Summer
2025-01-17,805,97,10223.8,0,clearance,Spring
2025-01-17,407,52,41721.68,0,clearance,Winter
2025-01-17,825,7,4866.12,0,none,Spring
2025-01-17,71,72,39033.36,0,clearance,Summer
2025-01-17,123,94,15381.22,0,bundle,Fall
2025-01-17,309,38,27222.82,0,sale,Winter
2025-01-17,913,93,27062.07,0,none,Winter
2025-01-17,500,43,43316.05,0,sale,Summer
2025-01-17,789,95,39887.65,0,clearance,Fall
2025-01-17,686,92,15180.92,0,clearance,Winter
2025-01-17,697,27,7275.42,0,clearance,Fall
2025-01-17,872,12,9371.88,0,bundle,Fall
2025-01-17,403,48,2743.2,0,sale,Summer
2025-01-17,971,15,12728.1,0,bundle,Winter
2025-01-17,414,64,42093.44,0,none,Fall
2025-01-17,28,78,30069.78,0.05,bundle,Spring
2025-01-17,354,24,20311.92,0,none,Summer
2025-01-17,194,12,3925.68,0,bundle,Summer
2025-01-17,661,28,7955.36,0,bundle,Winter
2025-01-17,449,72,37272.24,0,none,Winter
2025-01-17,31,24,5416.32,0,clearance,Spring
2025-01-17,619,88,41059.04,0,none,Summer
2025-01-17,815,1,251.76,0,none,Winter
2025-01-17,708,19,15295.95,0,bundle,Fall
2025-01-17,859,68,66176.92,0.16,clearance,Fall
2025-01-17,591,77,12427.03,0,clearance,Fall
2025-01-17,497,74,35773.82,0,bundle,Fall
2025-01-17,890,24,14891.52,0,clearance,Spring
2025-01-17,646,81,55092.96,0,none,Summer
2025-01-17,279,94,19839.64,0,sale,Summer
2025-01-17,208,17,11420.26,0,none,Spring
2025-01-17,104,90,73889.1,0.2,none,Spring
2025-01-17,132,7,2456.37,0.2,bundle,Fall
2025-01-17,842,36,34444.44,0,sale,Spring
2025-01-17,911,3,1582.92,0,clearance,Winter
2025-01-17,244,49,5278.28,0,sale,Fall
2025-01-17,14,82,73529.4,0,sale,Summer
2025-01-17,221,96,6889.92,0.24,bundle,Winter
2025-01-17,697,31,27298.91,0,clearance,Summer
2025-01-17,591,48,24191.52,0,clearance,Spring
2025-01-17,328,68,845.92,0,sale,Fall
2025-01-17,891,68,31392.88,0,clearance,Spring
2025-01-17,93,28,14919.52,0,sale,Winter
2025-01-17,279,56,13476.96,0,sale,Winter
2025-01-17,458,72,20486.88,0,bundle,Winter
2025-01-18,606,88,45810.16,0,clearance,Winter
2025-01-18,29,57,34875.45,0,sale,Spring
2025-01-18,701,26,22799.4,0,sale,Winter
2025-01-18,682,59,27134.69,0,none,Summer
2025-01-18,272,48,44580.96,0,clearance,Summer
2025-01-18,823,3,488.76,0,clearance,Fall
2025-01-18,113,56,25976.16,0,bundle,Summer
2025-01-18,547,81,53114.13,0.11,bundle,Summer
2025-01-18,719,20,18396.8,0,bundle,Spring
2025-01-18,369,94,77328.16,0.02,bundle,Summer
2025-01-18,764,14,570.92,0,sale,Spring
2025-01-18,508,62,55177.52,0,bundle,Winter
2025-01-18,818,19,12762.87,0,none,Spring
2025-01-18,518,35,20752.9,0.24,clearance,Winter
2025-01-18,549,3,2421.75,0,sale,Winter
2025-01-18,593,67,21225.6,0.14,sale,Summer
2025-01-18,863,94,59925,0,bundle,Winter
2025-01-18,294,2,711.46,0,sale,Winter
2025-01-18,367,32,18677.44,0.14,none,Fall
2025-01-18,660,42,33649.56,0,sale,Winter
2025-01-18,124,19,11472.39,0,clearance,Winter
2025-01-18,603,22,14568.84,0.25,none,Spring
2025-01-18,941,77,29128.33,0,none,Winter
2025-01-18,187,44,13450.8,0.11,none,Summer
2025-01-18,714,10,3133.6,0,bundle,Summer
2025-01-18,829,95,46395.15,0.28,none,Fall
2025-01-18,203,17,11825.03,0,none,Winter
2025-01-18,667,54,52822.26,0,clearance,Spring
2025-01-18,590,83,19024.43,0,sale,Winter
2025-01-18,160,91,48808.76,0,bundle,Spring
2025-01-18,7,25,7940.75,0,sale,Fall
2025-01-18,465,4,3169.56,0,sale,Winter
2025-01-18,130,51,38012.85,0,none,Spring
2025-01-18,703,94,85407.46,0,bundle,Winter
2025-01-18,884,53,48657.18,0,none,Fall
2025-01-18,93,81,60388.74,0,bundle,Summer
2025-01-18,100,31,19903.55,0,clearance,Spring
2025-01-18,785,3,332.64,0,bundle,Winter
2025-01-18,868,34,29532.06,0,clearance,Winter
2025-01-18,205,29,14961.68,0,sale,Winter
2025-01-18,514,50,3332.5,0,sale,Fall
2025-01-18,848,70,65585.1,0,sale,Winter
2025-01-18,669,69,47907.39,0,bundle,Winter
2025-01-18,400,6,4008.66,0,none,Summer
2025-01-18,157,36,11579.04,0,none,Winter
2025-01-18,547,65,44161.65,0,bundle,Summer
2025-01-18,578,43,30375.63,0,none,Fall
2025-01-18,766,7,4206.23,0,none,Summer
2025-01-18,388,18,4557.96,0,bundle,Fall
2025-01-18,297,90,26289,0,none,Fall
2025-01-18,916,15,5341.35,0,bundle,Winter
2025-01-18,569,90,7322.4,0.04,clearance,Summer
2025-01-18,322,72,43898.4,0,clearance,Spring
2025-01-18,92,41,31002.56,0,bundle,Fall
2025-01-18,16,52,35564.36,0,clearance,Summer
2025-01-18,319,36,17823.96,0,sale,Spring
2025-01-18,829,92,92044.16,0,none,Spring
2025-01-18,638,20,1684.4,0,bundle,Fall
2025-01-18,374,56,24596.88,0,bundle,Summer
2025-01-18,170,58,45532.9,0.13,none,Winter
2025-01-18,224,58,21314.42,0,sale,Summer
2025-01-18,237,45,9160.65,0,none,Fall
2025-01-18,212,56,10993.36,0,bundle,Fall
2025-01-18,815,54,6485.4,0.12,none,Summer
2025-01-18,472,84,21530.88,0.18,sale,Fall
2025-01-18,806,37,27026.65,0,none,Summer
2025-01-18,871,71,61861.59,0,none,Winter
2025-01-18,147,13,3596.84,0,none,Fall
2025-01-18,306,15,10812,0,clearance,Winter
2025-01-18,886,68,38868.12,0,none,Winter
2025-01-18,850,7,4300.73,0,bundle,Spring
2025-01-18,349,76,45850.8,0,clearance,Summer
2025-01-18,983,30,20619.6,0,clearance,Fall
2025-01-18,835,19,11407.6,0,none,Winter
2025-01-18,219,16,3402.08,0.01,none,Winter
2025-01-18,537,96,12865.92,0.04,none,Summer
2025-01-18,620,34,1838.38,0,sale,Fall
2025-01-18,869,18,14316.12,0,none,Winter
2025-01-18,245,95,43302.9,0,none,Fall
2025-01-18,736,78,3109.86,0,bundle,Fall
2025-01-18,535,4,1403.92,0,sale,Winter
2025-01-18,116,8,5884.4,0,clearance,Winter
2025-01-18,66,83,2527.35,0,clearance,Spring
2025-01-18,662,28,11135.88,0,bundle,Summer
2025-01-18,849,19,7862.96,0,clearance,Fall
2025-01-18,975,50,1571,0,none,Summer
2025-01-18,540,35,20580,0,clearance,Summer
2025-01-18,813,43,39599.56,0,clearance,Spring
2025-01-18,407,35,26542.6,0,clearance,Summer
2025-01-18,123,96,30888,0,bundle,Summer
2025-01-18,613,4,2796.76,0,sale,Summer
2025-01-18,243,95,72438.45,0,sale,Summer
2025-01-18,201,37,2069.41,0,none,Spring
2025-01-18,63,98,7301.98,0,clearance,Summer
2025-01-18,552,2,980.76,0.14,none,Winter
2025-01-18,209,53,27064.98,0,clearance,Summer
2025-01-18,53,17,7652.89,0,none,Fall
2025-01-18,342,2,1716.68,0.19,clearance,Summer
2025-01-18,123,85,11704.5,0,bundle,Summer
2025-01-18,419,61,17523.47,0.1,none,Summer
2025-01-19,416,24,4996.56,0.14,none,Spring
2025-01-19,453,75,39654,0,sale,Winter
2025-01-19,531,15,8414.25,0,clearance,Summer
2025-01-19,676,8,2750.8,0,bundle,Fall
2025-01-19,546,60,15015.6,0.09,bundle,Fall
2025-01-19,142,6,5010,0,sale,Spring
2025-01-19,627,64,54199.68,0,clearance,Winter
2025-01-19,402,9,4623.39,0,clearance,Spring
2025-01-19,605,82,3055.32,0.26,bundle,Fall
2025-01-19,22,65,55159.65,0,sale,Summer
2025-01-19,931,1,851.46,0.11,sale,Summer
2025-01-19,480,3,1186.68,0.02,sale,Winter
2025-01-19,838,12,11544.36,0,clearance,Winter
2025-01-19,618,100,26951,0.1,clearance,Summer
2025-01-19,425,15,10346.7,0,clearance,Spring
2025-01-19,279,15,7325.4,0.04,clearance,Winter
2025-01-19,763,39,15284.88,0,clearance,Summer
2025-01-19,321,72,43516.8,0,clearance,Fall
2025-01-19,730,27,3806.73,0,sale,Spring
2025-01-19,665,63,28670.67,0,sale,Summer
2025-01-19,522,47,24283.96,0,none,Summer
2025-01-19,497,78,69884.88,0,bundle,Fall
2025-01-19,101,66,10292.7,0.09,clearance,Summer
2025-01-19,543,48,16965.6,0,clearance,Summer
2025-01-19,879,99,47894.22,0,bundle,Fall
2025-01-19,104,83,28702.23,0,bundle,Spring
2025-01-19,899,13,5653.7,0,sale,Spring
2025-01-19,567,17,10561.93,0,none,Winter
2025-01-19,384,23,8733.79,0,sale,Fall
2025-01-19,236,90,90441,0.03,sale,Winter
2025-01-19,691,4,3805.36,0,clearance,Spring
2025-01-19,254,21,19536.09,0.12,clearance,Fall
2025-01-19,256,66,47909.4,0,clearance,Fall
2025-01-19,961,50,25637.5,0,none,Summer
2025-01-19,703,34,26780.44,0.28,clearance,Summer
2025-01-19,267,69,64147.23,0,bundle,Fall
2025-01-19,766,91,80561.39,0,clearance,Summer
2025-01-19,222,51,30467.91,0,none,Spring
2025-01-19,384,94,31475.9,0.2,clearance,Summer
2025-01-19,306,82,33200.16,0,none,Spring
2025-01-19,93,40,8224.8,0,clearance,Spring
2025-01-19,800,59,26965.95,0,bundle,Spring
2025-01-19,51,9,523.08,0.02,none,Winter
2025-01-19,491,23,21349.52,0.16,clearance,Fall
2025-01-19,741,64,39852.16,0,sale,Winter
2025-01-19,169,59,7595.07,0,none,Winter
2025-01-19,544,27,23611.77,0,sale,Fall
2025-01-19,794,79,1615.55,0.21,none,Fall
2025-01-19,907,90,7503.3,0,clearance,Spring
2025-01-19,69,9,9005.31,0,clearance,Spring
2025-01-19,224,43,11029.93,0,clearance,Winter
2025-01-19,760,39,21669.18,0,sale,Fall
2025-01-19,120,79,71481.57,0.27,sale,Fall
2025-01-19,493,51,37055.07,0,none,Fall
2025-01-19,654,4,2597.28,0,bundle,Summer
2025-01-19,213,95,19575.7,0.21,bundle,Spring
2025-01-19,947,58,13293.6,0,sale,Winter
2025-01-19,226,94,42951.42,0,sale,Spring
2025-01-19,897,94,73399.9,0,none,Spring
2025-01-19,965,31,3211.6,0.12,bundle,Summer
2025-01-19,463,74,5591.44,0,clearance,Summer
2025-01-19,586,100,43759,0,clearance,Fall
2025-01-19,557,22,6724.96,0.27,none,Fall
2025-01-19,331,90,5072.4,0.09,sale,Spring
2025-01-19,599,76,56475.6,0,clearance,Fall
2025-01-19,31,52,30721.6,0,clearance,Spring
2025-01-19,129,97,33828.75,0,sale,Summer
2025-01-19,102,86,73626.32,0,sale,Spring
2025-01-19,872,19,2725.17,0.24,sale,Spring
2025-01-19,963,97,58722.83,0,none,Winter
2025-01-19,108,75,4599,0.09,clearance,Spring
2025-01-19,503,38,12565.46,0,sale,Fall
2025-01-19,799,76,51898.88,0,sale,Spring
2025-01-19,786,33,3603.93,0.26,clearance,Spring
2025-01-19,394,51,21789.75,0,clearance,Spring
2025-01-19,204,57,38472.15,0,bundle,Spring
2025-01-19,521,32,3860.16,0,none,Winter
2025-01-19,624,35,25445.7,0.18,sale,Winter
2025-01-19,555,20,13889.6,0,sale,Winter
2025-01-19,201,66,50305.2,0,bundle,Winter
2025-01-19,190,97,51011.33,0.28,bundle,Fall
2025-01-19,852,67,4692.01,0,clearance,Spring
2025-01-19,366,53,19084.24,0,sale,Spring
2025-01-19,434,96,5629.44,0,sale,Fall
2025-01-19,861,84,71469.72,0,none,Winter
2025-01-19,982,19,7971.45,0.25,none,Winter
2025-01-19,530,3,1812.57,0.25,clearance,Summer
2025-01-19,455,34,19282.76,0,none,Winter
2025-01-19,53,38,10097.36,0,none,Fall
2025-01-19,516,18,271.44,0,clearance,Summer
2025-01-19,190,5,3433.7,0,none,Fall
2025-01-19,844,16,3229.12,0,clearance,Summer
2025-01-19,64,21,15832.74,0,clearance,Spring
2025-01-19,1000,31,7540.13,0,clearance,Spring
2025-01-19,511,66,49155.48,0,bundle,Spring
2025-01-19,81,3,2070.81,0,none,Winter
2025-01-19,938,95,13205,0,bundle,Winter
2025-01-19,101,5,729.35,0.14,clearance,Winter
2025-01-19,623,100,25206,0,bundle,Summer
2025-01-19,996,71,69367.71,0.08,clearance,Summer
2025-01-20,773,54,2086.56,0,clearance,Fall
2025-01-20,793,18,16169.94,0.17,clearance,Fall
2025-01-20,27,2,1916.62,0,sale,Winter
2025-01-20,518,44,40773.04,0,bundle,Summer
2025-01-20,778,97,69130.93,0.17,sale,Spring
2025-01-20,789,63,23382.45,0,none,Summer
2025-01-20,585,94,85676.3,0,sale,Summer
2025-01-20,106,64,35591.04,0,bundle,Summer
2025-01-20,769,53,9630.63,0,sale,Spring
2025-01-20,113,47,9808.9,0,sale,Spring
2025-01-20,210,22,16664.34,0,clearance,Spring
2025-01-20,21,46,43818.22,0.04,bundle,Spring
2025-01-20,858,87,71458.32,0,bundle,Fall
2025-01-20,449,9,6875.1,0,clearance,Winter
2025-01-20,854,39,25599.99,0,sale,Summer
2025-01-20,438,9,6254.91,0,none,Winter
2025-01-20,21,52,4002.44,0,none,Summer
2025-01-20,122,26,25576.72,0,sale,Summer
2025-01-20,499,40,30078,0,clearance,Summer
2025-01-20,55,86,43450.64,0,none,Spring
2025-01-20,904,64,33580.8,0,none,Fall
2025-01-20,808,54,5316.84,0.03,sale,Fall
2025-01-20,737,5,4375.15,0.08,none,Summer
2025-01-20,291,34,21330.58,0.15,bundle,Summer
2025-01-20,810,29,4589.25,0,bundle,Spring
2025-01-20,262,72,48686.4,0,clearance,Spring
2025-01-20,105,36,7510.32,0,bundle,Fall
2025-01-20,307,24,1032.96,0,clearance,Spring
2025-01-20,311,41,25675.02,0.02,bundle,Fall
2025-01-20,488,95,48996.25,0,bundle,Spring
2025-01-20,102,3,869.88,0,bundle,Spring
2025-01-20,747,5,4459.6,0,none,Spring
2025-01-20,426,50,48155.5,0,clearance,Fall
2025-01-20,813,32,23250.88,0,bundle,Spring
2025-01-20,908,41,30245.7,0,sale,Fall
2025-01-20,434,2,166.34,0.11,none,Summer
2025-01-20,960,66,1724.58,0,clearance,Winter
2025-01-20,977,4,3162.76,0,none,Winter
2025-01-20,420,63,15175.44,0,clearance,Fall
2025-01-20,57,71,44060.47,0,sale,Spring
2025-01-20,9,58,2348.42,0,bundle,Winter
2025-01-20,291,19,4296.85,0,clearance,Winter
2025-01-20,894,35,10586.45,0,sale,Fall
2025-01-20,820,62,62001.86,0,clearance,Summer
2025-01-20,967,69,63688.38,0,clearance,Winter
2025-01-20,75,43,14365.87,0.08,sale,Fall
2025-01-20,600,29,29079.17,0.13,bundle,Summer
2025-01-20,970,43,32063.38,0,bundle,Summer
2025-01-20,641,43,23041.55,0,none,Summer
2025-01-20,205,39,18793.71,0,bundle,Summer
2025-01-20,381,65,1495.65,0.26,bundle,Winter
2025-01-20,307,55,9761.95,0,none,Summer
2025-01-20,292,76,54086.92,0,clearance,Summer
2025-01-20,128,51,38877.3,0,none,Winter
2025-01-20,769,67,57247.48,0.21,bundle,Spring
2025-01-20,422,68,38941.56,0,none,Fall
2025-01-20,172,14,12895.82,0,sale,Fall
2025-01-20,565,39,38374.44,0,sale,Summer
2025-01-20,403,13,4293.25,0,none,Summer
2025-01-20,832,74,22535.96,0.03,sale,Fall
2025-01-20,379,23,13921.44,0,clearance,Winter
2025-01-20,421,3,1436.25,0,bundle,Winter
2025-01-20,470,22,21775.6,0,none,Summer
2025-01-20,201,71,59892.05,0,clearance,Spring
2025-01-20,107,6,2606.52,0,sale,Summer
2025-01-20,117,43,32995.19,0,none,Summer
2025-01-20,926,10,8403.7,0,clearance,Summer
2025-01-20,233,39,14286.09,0,sale,Winter
2025-01-20,237,97,12178.35,0,clearance,Winter
2025-01-20,19,75,30673.5,0,clearance,Spring
2025-01-20,806,9,4804.74,0,bundle,Fall
2025-01-20,936,39,3309.93,0,none,Summer
2025-01-20,539,89,49087.06,0,bundle,Summer
2025-01-20,484,77,46417.91,0,bundle,Summer
2025-01-20,783,24,17967.84,0,clearance,Spring
2025-01-20,237,64,22211.84,0,clearance,Spring
2025-01-20,829,18,800.64,0,sale,Spring
2025-01-20,550,19,15232.68,0,sale,Spring
2025-01-20,503,60,58281,0,none,Fall
2025-01-20,984,36,36150.84,0,bundle,Summer
2025-01-20,958,67,43099.76,0,none,Spring
2025-01-20,876,19,11067.12,0,clearance,Spring
2025-01-20,734,95,22044.75,0,bundle,Fall
2025-01-20,585,21,5198.55,0,sale,Winter
2025-01-20,658,78,60277.62,0,clearance,Winter
2025-01-20,69,84,17833.2,0,sale,Spring
2025-01-20,796,87,69005.79,0.17,none,Winter
2025-01-20,77,76,12189.64,0,clearance,Fall
2025-01-20,670,67,48528.77,0,sale,Fall
2025-01-20,216,71,56273.89,0,sale,Winter
2025-01-20,273,45,17982,0,bundle,Winter
2025-01-20,514,62,14711.98,0,bundle,Fall
2025-01-20,909,99,63702.54,0.08,clearance,Fall
2025-01-20,308,63,59575.32,0,none,Summer
2025-01-20,856,42,4969.44,0,clearance,Summer
2025-01-20,931,68,5879.28,0,sale,Spring
2025-01-20,440,52,33565.48,0,none,Fall
2025-01-20,592,92,37724.6,0,none,Winter
2025-01-20,583,61,5862.1,0,none,Fall
2025-01-20,199,36,23415.48,0,sale,Summer
2025-01-21,691,17,3399.15,0,bundle,Spring
2025-01-21,521,20,8468.4,0,clearance,Winter
2025-01-21,862,48,2278.56,0.25,none,Spring
2025-01-21,145,9,6194.79,0.16,none,Fall
2025-01-21,720,97,38389.69,0,sale,Winter
2025-01-21,437,64,56082.56,0,clearance,Winter
2025-01-21,822,53,27368.14,0.24,clearance,Winter
2025-01-21,195,19,10686.36,0,sale,Spring
2025-01-21,756,49,37028.81,0,clearance,Spring
2025-01-21,838,9,4291.2,0,clearance,Spring
2025-01-21,437,81,10842.66,0,sale,Spring
2025-01-21,269,66,40513.44,0,bundle,Summer
2025-01-21,573,40,11315.2,0.07,sale,Fall
2025-01-21,219,99,36556.74,0,bundle,Summer
2025-01-21,257,100,83481,0,bundle,Summer
2025-01-21,434,64,32206.08,0.09,sale,Winter
2025-01-21,980,79,37108.67,0,clearance,Spring
2025-01-21,501,25,4397.75,0,bundle,Winter
2025-01-21,206,58,39212.64,0,none,Summer
2025-01-21,923,48,47477.76,0,clearance,Summer
2025-01-21,330,58,4042.02,0,clearance,Fall
2025-01-21,942,55,24263.25,0,bundle,Spring
2025-01-21,265,26,4983.94,0.09,clearance,Winter
2025-01-21,584,70,1453.9,0,bundle,Spring
2025-01-21,653,4,3891.36,0,sale,Winter
2025-01-21,258,18,10932.84,0,clearance,Winter
2025-01-21,329,30,15976.8,0,sale,Winter
2025-01-21,741,71,23337.7,0,sale,Winter
2025-01-21,812,58,19717.1,0,clearance,Winter
2025-01-21,326,90,29594.7,0,bundle,Winter
2025-01-21,63,69,64657.14,0,sale,Winter
2025-01-21,395,52,37498.76,0,sale,Summer
2025-01-21,108,46,40773.94,0,none,Spring
2025-01-21,287,44,6409.04,0,sale,Winter
2025-01-21,960,5,2022.55,0,sale,Spring
2025-01-21,750,97,85073.85,0,bundle,Winter
2025-01-21,498,73,45936.71,0,bundle,Fall
2025-01-21,686,73,2868.17,0,bundle,Winter
2025-01-21,869,40,10406.8,0,bundle,Spring
2025-01-21,328,14,333.2,0,clearance,Spring
2025-01-21,164,78,70384.08,0,bundle,Summer
2025-01-21,126,67,60811.88,0,sale,Summer
2025-01-21,754,86,73995.26,0,sale,Winter
2025-01-21,575,78,37911.9,0,sale,Spring
2025-01-21,546,72,66348.72,0,clearance,Winter
2025-01-21,456,76,5731.92,0,clearance,Fall
2025-01-21,369,42,7375.62,0,none,Fall
2025-01-21,943,95,76584.25,0,none,Spring
2025-01-21,705,41,19630.8,0,bundle,Winter
2025-01-21,295,37,15799,0,sale,Winter
2025-01-21,207,34,9630.5,0,sale,Winter
2025-01-21,642,31,16322.43,0,clearance,Fall
2025-01-21,69,99,80133.57,0,sale,Winter
2025-01-21,523,97,72456.09,0.16,bundle,Fall
2025-01-21,785,82,21075.64,0,sale,Summer
2025-01-21,506,16,6798.56,0,clearance,Spring
2025-01-21,836,54,39002.58,0,sale,Summer
2025-01-21,568,92,28052.64,0,sale,Summer
2025-01-21,797,51,47458.56,0,sale,Summer
2025-01-21,241,47,20849.2,0,none,Spring
2025-01-21,81,99,68512.95,0.09,clearance,Winter
2025-01-21,724,50,1604.5,0,bundle,Fall
2025-01-21,299,72,43287.12,0,none,Fall
2025-01-21,592,68,56193.16,0.27,bundle,Fall
2025-01-21,977,100,68511,0,none,Fall
2025-01-21,934,38,12486.8,0,none,Spring
2025-01-21,95,93,77021.67,0,none,Winter
2025-01-21,828,35,25791.5,0.11,clearance,Winter
2025-01-21,973,21,9564.24,0,clearance,Winter
2025-01-21,22,15,7020.45,0,sale,Spring
2025-01-21,972,96,55984.32,0,clearance,Winter
2025-01-21,387,87,13572.87,0,clearance,Fall
2025-01-21,281,29,13594.62,0,none,Fall
2025-01-21,383,75,6663,0.11,sale,Fall
2025-01-21,122,7,1212.4,0,none,Summer
2025-01-21,911,96,48479.04,0,sale,Summer
2025-01-21,428,45,13521.6,0,sale,Summer
2025-01-21,966,27,3236.22,0,clearance,Summer
2025-01-21,527,82,24541.78,0,sale,Spring
2025-01-21,65,52,34055.32,0,clearance,Winter
2025-01-21,377,75,55927.5,0,none,Winter
2025-01-21,237,87,29932.35,0,clearance,Fall
2025-01-21,100,98,83930.14,0,bundle,Winter
2025-01-21,538,75,23088.75,0,clearance,Fall
2025-01-21,758,14,13201.72,0.17,sale,Winter
2025-01-21,38,17,16440.7,0,clearance,Fall
2025-01-21,581,77,2813.58,0,bundle,Winter
2025-01-21,163,87,22093.65,0,bundle,Fall
2025-01-21,713,76,54545.2,0,clearance,Summer
2025-01-21,163,63,48508.11,0,clearance,Summer
2025-01-21,713,25,23338.75,0,none,Winter
2025-01-21,786,70,6225.1,0,none,Spring
2025-01-21,502,85,50981.3,0,bundle,Fall
2025-01-21,845,19,12848.75,0.21,clearance,Spring
2025-01-21,945,13,11640.07,0.27,none,Spring
2025-01-21,595,58,48143.48,0,clearance,Spring
2025-01-21,404,13,5909.8,0,sale,Summer
2025-01-21,486,86,11842.2,0.04,bundle,Fall
2025-01-21,895,15,2522.7,0,sale,Fall
2025-01-21,291,55,4521.55,0.05,sale,Fall
2025-01-22,586,59,22294.33,0,sale,Fall
2025-01-22,111,20,12736,0,none,Fall
2025-01-22,281,20,1007.8,0.17,sale,Summer
2025-01-22,804,8,3538.8,0,sale,Fall
2025-01-22,841,52,42841.24,0.24,clearance,Winter
2025-01-22,386,82,48545.64,0,sale,Summer
2025-01-22,248,40,8218.8,0.17,bundle,Spring
2025-01-22,574,95,51072.95,0,sale,Spring
2025-01-22,603,86,23852.96,0.09,bundle,Summer
2025-01-22,906,2,367.32,0.17,none,Winter
2025-01-22,819,21,445.83,0,none,Summer
2025-01-22,624,40,21306.8,0,clearance,Spring
2025-01-22,465,61,19837.81,0,sale,Fall
2025-01-22,384,73,18559.52,0,clearance,Winter
2025-01-22,89,89,58922.45,0,none,Fall
2025-01-22,853,52,950.56,0,none,Spring
2025-01-22,560,21,12841.29,0,bundle,Fall
2025-01-22,283,59,21900.8,0,bundle,Summer
2025-01-22,411,61,35686.22,0.12,sale,Fall
2025-01-22,994,66,34552.32,0,sale,Fall
2025-01-22,706,77,57111.67,0,none,Summer
2025-01-22,85,58,28664.76,0.02,bundle,Summer
2025-01-22,613,45,32705.1,0.22,none,Fall
2025-01-22,876,90,24277.5,0.3,clearance,Summer
2025-01-22,11,77,28697.13,0,none,Summer
2025-01-22,318,96,39984,0,bundle,Summer
2025-01-22,605,93,75773.61,0,sale,Spring
2025-01-22,944,94,1757.8,0,bundle,Winter
2025-01-22,57,99,38011.05,0.21,bundle,Winter
2025-01-22,617,70,6344.8,0,bundle,Winter
2025-01-22,113,55,6815.05,0,clearance,Summer
2025-01-22,972,10,8620.4,0,clearance,Fall
2025-01-22,52,29,6372.75,0,none,Fall
2025-01-22,637,75,61953.75,0,sale,Winter
2025-01-22,236,8,5483.76,0,sale,Summer
2025-01-22,405,14,731.5,0.1,bundle,Summer
2025-01-22,24,84,79158.24,0,none,Fall
2025-01-22,386,41,27457.29,0,bundle,Winter
2025-01-22,509,70,34212.5,0,sale,Winter
2025-01-22,468,99,86386.41,0.28,sale,Summer
2025-01-22,141,6,1952.76,0,none,Winter
2025-01-22,474,18,4299.3,0,bundle,Winter
2025-01-22,486,40,26836.4,0,none,Fall
2025-01-22,944,27,11720.43,0,bundle,Summer
2025-01-22,311,38,2329.4,0.26,sale,Summer
2025-01-22,399,32,31094.08,0,bundle,Summer
2025-01-22,393,45,6085.8,0,none,Fall
2025-01-22,413,16,15432.96,0,bundle,Spring
2025-01-22,192,63,10924.2,0,clearance,Spring
2025-01-22,482,49,2774.87,0,sale,Spring
2025-01-22,328,80,41201.6,0,bundle,Winter
2025-01-22,700,9,8952.03,0.15,none,Spring
2025-01-22,840,51,19589.1,0.25,sale,Summer
2025-01-22,682,100,52016,0,bundle,Winter
2025-01-22,456,42,3319.26,0,bundle,Spring
2025-01-22,542,59,34077.81,0,bundle,Spring
2025-01-22,376,92,52369.16,0,clearance,Fall
2025-01-22,711,39,8918.13,0,bundle,Spring
2025-01-22,480,98,23656.22,0,none,Summer
2025-01-22,655,83,79079.08,0,bundle,Spring
2025-01-22,738,65,30302.35,0,clearance,Summer
2025-01-22,184,82,50219.26,0,none,Spring
2025-01-22,796,49,23778.23,0,sale,Fall
2025-01-22,778,79,74472.51,0,none,Spring
2025-01-22,562,76,56648.88,0,clearance,Spring
2025-01-22,898,94,28972.68,0.2,none,Fall
2025-01-22,566,50,2629.5,0,bundle,Summer
2025-01-22,731,94,51003.46,0,clearance,Fall
2025-01-22,243,81,50586.93,0,bundle,Winter
2025-01-22,566,44,29025.04,0,none,Summer
2025-01-22,509,4,2707.84,0.18,sale,Fall
2025-01-22,707,3,1281,0,clearance,Summer
2025-01-22,706,80,46248,0,none,Summer
2025-01-22,480,47,535.8,0,none,Spring
2025-01-22,842,23,7405.31,0,none,Fall
2025-01-22,877,89,33632.21,0,clearance,Summer
2025-01-22,757,83,53115.02,0,none,Winter
2025-01-22,260,68,34967.64,0,sale,Spring
2025-01-22,952,14,2382.24,0,none,Summer
2025-01-22,854,99,52673.94,0,none,Fall
2025-01-22,90,22,16896.88,0,none,Winter
2025-01-22,362,18,8261.82,0,sale,Spring
2025-01-22,663,42,40925.22,0,bundle,Fall
2025-01-22,360,11,8150.67,0,sale,Summer
2025-01-22,772,58,36836.38,0,clearance,Fall
2025-01-22,939,99,75336.03,0,sale,Spring
2025-01-22,640,38,20312.9,0,bundle,Spring
